applicant_id,age,years_employed,num_dependents,education_level,marital_status,annual_income,monthly_income,other_income,total_debt,monthly_debt_payment,num_open_loans,loan_amount,loan_purpose,credit_limit,credit_used,num_credit_lines,credit_age_years,num_late_payments,num_missed_payments,num_credit_inquiries,num_bankruptcies,num_collections,debt_to_income,monthly_payment_ratio,loan_to_income,debt_per_loan,credit_utilization,available_credit,credit_per_line,payment_history_score,missed_to_late_ratio,total_derogatory,total_income,income_per_dependent,income_stability,financial_maturity,employment_ratio,credit_age_income,net_worth_proxy,debt_coverage_ratio,creditworthy,credit_score,risk_tier
APL07253,29,18.9,0,Bachelor,Married,54581.66,4548.47,55.1,129430.61,5077.36,1,11181.98,Home,19837.65,12222.56,4,23.8,1,1,3,1,1,2.371321,1.116279,0.204867,64715.3,0.616129,7615.09,3055.64,0.25,0.5,9.0,55242.86,55242.86,206.1512,116,1.453846,259.5978,-74848.95,0.8958,0,579,Very Poor
APL07254,31,6.6,4,Bachelor,Single,72955.02,6079.58,148.28,10230.37,350.08,3,20032.72,Personal,20997.28,12063.1,5,18.6,1,1,1,0,1,0.140228,0.057583,0.27459,2557.59,0.574508,8934.18,2412.62,0.25,0.5,5.0,74734.38,14946.88,73.9042,155,0.44,208.2756,62724.65,17.3663,0,701,Good
APL07255,51,11.9,1,None,Married,125320.4,10443.37,317.6,20047.09,493.19,6,7587.57,Education,12511.11,1946.77,3,17.1,1,1,2,0,0,0.159967,0.047225,0.060545,2863.87,0.155603,10564.34,648.92,0.25,0.5,4.0,129131.6,64565.8,139.6898,153,0.34,200.7307,105273.31,21.1751,1,759,Excellent
APL07256,50,11.0,2,Bachelor,Single,62277.71,5189.81,221.09,14499.61,292.22,6,13681.29,Medical,21455.82,7286.03,7,24.3,3,0,2,0,2,0.232822,0.056306,0.219682,2071.37,0.339583,14169.79,1040.86,0.25,0.0,7.0,64930.79,21643.6,121.4331,350,0.323529,268.2568,47778.1,17.7599,0,690,Fair
APL07257,62,8.2,0,Bachelor,Married,50384.26,4198.69,1767.16,12246.11,471.62,7,8087.17,Business,19934.78,3002.39,2,1.2,0,1,0,0,0,0.243054,0.112326,0.16051,1530.76,0.150611,16932.39,1501.19,0.333333,1.0,2.0,71590.18,71590.18,88.7851,124,0.178261,12.9929,38138.15,8.9027,1,734,Good
APL07258,29,2.1,2,Bachelor,Single,43881.69,3656.81,324.75,14085.83,441.35,2,17739.12,Home,4143.71,963.42,12,10.2,1,0,2,1,0,0.320996,0.120693,0.404249,4695.28,0.232502,3180.29,80.28,0.5,0.0,5.0,47778.69,15926.23,22.4475,348,0.161538,109.0306,29795.86,8.2855,0,685,Fair
APL07259,71,1.7,1,High School,Divorced,49771.48,4147.62,1266.95,21254.4,212.98,4,10732.53,Car,11956.75,984.37,14,19.6,1,1,1,0,0,0.42704,0.05135,0.215636,4250.88,0.082328,10972.38,70.31,0.25,0.5,3.5,64974.88,32487.44,18.3859,994,0.030909,211.9783,28517.08,19.4742,1,712,Good
APL07260,36,7.7,1,Bachelor,Divorced,42367.88,3530.66,3.68,12393.61,231.2,5,3575.99,Business,2549.94,830.23,9,8.1,2,1,2,1,0,0.292524,0.065484,0.084403,2065.6,0.325588,1719.71,92.25,0.2,0.333333,8.0,42412.04,21206.02,82.0371,324,0.385,86.2988,29974.27,15.271,0,673,Fair
APL07261,73,1.9,1,High School,Single,70100.24,5841.69,354.65,11000.73,364.48,7,39338.78,Home,11865.33,3460.82,1,18.4,0,1,1,0,1,0.156929,0.062393,0.561179,1375.09,0.291675,8404.51,3460.82,0.333333,1.0,4.0,74356.04,37178.02,21.1996,73,0.033333,205.3016,59099.51,16.0275,1,725,Good
APL07262,61,4.9,2,High School,Married,58744.54,4895.38,912.86,9186.62,187.64,0,57860.09,Personal,11190.14,6930.88,5,17.9,3,0,2,0,0,0.156383,0.03833,0.984944,9186.62,0.619374,4259.26,1386.18,0.25,0.0,4.0,69698.86,23232.95,53.8068,305,0.108889,196.5594,49557.92,26.0892,1,713,Good
APL07263,30,0.9,0,High School,Single,80689.91,6724.16,559.75,24783.12,890.12,4,58920.79,Home,22666.15,3653.1,10,15.6,5,1,0,0,0,0.30714,0.132376,0.730213,4956.62,0.16117,19013.05,365.31,0.125,0.166667,7.0,87406.91,87406.91,10.1685,300,0.064286,176.2547,55906.79,7.5542,1,713,Good
APL07264,60,1.5,2,Bachelor,Married,42246.55,3520.55,579.8,15793.79,263.46,6,22669.02,Medical,4415.82,2308.66,1,14.8,1,2,2,0,0,0.373848,0.074835,0.536589,2256.26,0.522816,2107.16,2308.66,0.166667,1.0,6.0,49204.15,16401.38,15.977,60,0.034091,157.6393,26452.76,13.3627,0,682,Fair
APL07265,56,0.3,1,PhD,Single,68799.7,5733.31,306.02,10556.89,153.58,6,6919.99,Personal,15643.84,2889.7,6,16.1,1,2,0,0,1,0.153444,0.026787,0.100582,1508.13,0.184718,12754.14,481.62,0.166667,1.0,6.5,72471.94,36235.97,3.3417,336,0.0075,179.3374,58242.81,37.3311,0,702,Good
APL07266,37,4.9,4,High School,Married,79956.87,6663.07,618.04,16358.32,608.12,7,15425.79,Education,12513.61,1316.45,11,20.2,2,1,2,0,0,0.204589,0.091267,0.192926,2044.79,0.105201,11197.16,119.68,0.2,0.333333,5.0,87373.35,17474.67,55.3174,407,0.233333,228.043,63598.55,10.9568,1,717,Good
APL07267,26,7.1,2,Master,Single,78103.66,6508.64,1775.36,33100.15,768.97,3,26223.62,Car,20685.51,6203.86,6,22.5,2,2,0,0,1,0.423798,0.118146,0.335754,8275.04,0.299913,14481.65,1033.98,0.142857,0.666667,7.5,99407.98,33135.99,79.9872,156,0.71,253.4806,45003.51,8.4641,0,691,Fair
APL07268,22,4.5,1,Bachelor,Married,51664.65,4305.39,106.57,13933.41,337.07,5,10213.36,Personal,29303.28,5511.55,10,3.9,1,0,2,0,0,0.269689,0.07829,0.197686,2322.24,0.188086,23791.73,551.15,0.5,0.0,2.0,52943.49,26471.74,48.8365,220,0.75,42.3249,37731.24,12.773,1,723,Good
APL07269,70,0.6,1,High School,Single,42657.05,3554.75,597.82,4264.84,148.29,4,8663.41,Business,10710.73,4392.8,12,14.9,1,1,0,0,1,0.09998,0.041716,0.203094,852.97,0.410131,6317.93,366.07,0.25,0.5,4.5,49830.89,24915.44,6.3966,840,0.011111,158.8485,38392.21,23.9716,1,709,Good
APL07270,60,1.2,0,PhD,Divorced,79385.69,6615.47,616.29,49284.88,1946.61,6,28084.41,Personal,2363.25,626.77,6,17.6,2,2,3,0,1,0.620828,0.294251,0.353772,7040.7,0.265215,1736.48,104.46,0.142857,0.666667,9.0,86781.17,86781.17,13.5385,360,0.027273,198.5647,30100.81,3.3985,0,679,Fair
APL07271,60,1.8,0,Bachelor,Married,63674.28,5306.19,977.58,13391.61,353.83,2,11767.03,Car,11589.8,8525.43,4,12.7,1,2,0,0,0,0.210314,0.066682,0.1848,4463.87,0.735598,3064.37,2131.36,0.166667,1.0,5.0,75405.24,75405.24,19.9108,240,0.040909,140.4817,50282.67,14.9964,1,704,Good
APL07272,40,0.9,1,Master,Married,26120.46,2176.7,661.55,14063.18,153.27,5,150000.0,Business,24281.64,699.44,14,2.1,2,0,0,0,0,0.538397,0.070414,5.742625,2343.86,0.028805,23582.2,49.96,0.333333,0.0,2.0,34059.06,17029.53,9.1535,560,0.0375,21.3581,12057.28,14.2017,0,675,Fair
APL07273,39,5.1,1,Bachelor,Widowed,45960.44,3830.04,182.13,19218.48,503.02,3,32249.7,Car,21650.67,8182.63,14,4.6,3,1,1,0,0,0.418153,0.131335,0.701684,4804.62,0.377939,13468.04,584.47,0.166667,0.25,5.5,48146.0,24073.0,54.7513,546,0.221739,49.3836,26741.96,7.6141,0,689,Fair
APL07274,28,7.1,1,High School,Divorced,30138.05,2511.5,226.67,9372.32,153.65,2,32028.82,Home,22942.99,3620.24,4,13.9,2,0,2,0,1,0.31098,0.061179,1.062737,3124.11,0.157793,19322.75,905.06,0.333333,0.0,4.5,32858.09,16429.04,73.2264,112,0.591667,143.3587,20765.73,16.3456,0,693,Fair
APL07275,72,27.4,0,Bachelor,Single,36238.27,3019.86,502.7,23139.88,519.8,2,17626.66,Home,20186.07,6381.3,9,22.2,2,1,1,0,0,0.638548,0.172127,0.48641,7713.29,0.316124,13804.77,709.03,0.2,0.333333,4.5,42270.67,42270.67,287.6424,648,0.489286,233.0533,13098.39,5.8097,0,703,Good
APL07276,48,10.9,1,Bachelor,Married,53276.99,4439.75,675.2,7918.74,97.56,1,4422.26,Medical,9626.19,2576.63,6,22.0,1,1,1,0,0,0.148633,0.021974,0.083005,3959.37,0.267669,7049.56,429.44,0.25,0.5,3.5,61379.39,30689.7,118.6277,288,0.340625,239.4321,45358.25,45.5079,1,729,Good
APL07277,47,29.6,1,Master,Single,128233.73,10686.14,1146.57,60261.53,1908.89,0,5753.1,Personal,20058.79,2037.45,9,2.9,1,0,1,0,1,0.469935,0.178632,0.044864,60261.53,0.101574,18021.34,226.38,0.5,0.0,3.0,141992.57,70996.28,348.1439,423,0.954839,34.1087,67972.2,5.5981,1,747,Good
APL07278,74,7.7,1,Bachelor,Single,36706.24,3058.85,407.33,6539.86,113.27,0,20390.47,Home,500.0,162.51,13,11.7,0,1,1,0,0,0.178168,0.03703,0.555504,6539.86,0.32502,337.49,12.5,0.333333,1.0,2.5,41594.2,20797.1,80.9326,962,0.132759,122.9755,30166.38,27.0049,1,720,Good
APL07279,27,0.1,0,Master,Married,56284.49,4690.37,115.2,13023.87,193.82,4,4713.59,Car,18318.1,1917.69,5,5.0,3,0,1,0,0,0.231394,0.041323,0.083746,2604.77,0.104688,16400.41,383.54,0.25,0.0,3.5,57666.89,57666.89,1.0938,135,0.009091,54.691,43260.62,24.1996,1,716,Good
APL07280,33,10.6,4,High School,Single,74298.55,6191.55,1013.97,4568.9,143.18,0,15785.2,Personal,19684.93,4294.65,13,3.3,1,2,1,0,0,0.061494,0.023125,0.212456,4568.9,0.218169,15390.28,330.36,0.166667,1.0,5.5,86466.19,17293.24,118.8881,429,0.623529,37.0123,69729.65,43.2431,1,716,Good
APL07281,72,2.3,2,Bachelor,Widowed,45862.49,3821.87,202.61,3672.73,136.2,1,23312.1,Car,21667.99,9220.05,9,20.8,1,0,0,1,1,0.080081,0.035637,0.508304,1836.36,0.425515,12447.94,1024.45,0.5,0.0,5.5,48293.81,16097.94,24.6869,648,0.041071,223.2552,42189.76,28.0607,0,683,Fair
APL07282,59,5.4,2,Bachelor,Single,83099.26,6924.94,99.82,8821.85,337.86,5,76918.1,Business,21878.62,6047.57,2,23.5,1,1,2,0,1,0.10616,0.048789,0.925617,1470.31,0.276415,15831.05,3023.78,0.25,0.5,5.5,84297.1,28099.03,61.1701,118,0.125581,266.2034,74277.41,20.4965,1,719,Good
APL07283,22,12.1,0,Bachelor,Single,106919.23,8909.94,29.74,55037.1,1067.58,6,26564.37,Education,10304.49,6272.67,6,16.8,2,0,1,0,0,0.514754,0.119819,0.248453,7862.44,0.608732,4031.82,1045.44,0.333333,0.0,2.5,107276.11,107276.11,140.116,132,2.016667,194.5413,51882.13,8.3459,1,719,Good
APL07284,66,0.9,0,None,Married,40460.42,3371.7,84.14,5941.56,151.69,5,14500.55,Business,26940.21,13802.63,14,5.4,0,1,2,0,0,0.146849,0.044989,0.358389,990.26,0.512343,13137.58,985.9,0.333333,1.0,3.0,41470.1,41470.1,9.5473,924,0.018,57.2838,34518.86,22.2276,0,699,Fair
APL07285,70,1.1,3,Bachelor,Married,89257.12,7438.09,599.59,1403.07,14.42,5,9890.35,Personal,8112.24,4612.22,4,5.7,3,2,1,0,0,0.015719,0.001939,0.110807,233.84,0.568551,3500.02,1153.05,0.125,0.5,7.5,96452.2,24113.05,12.5392,280,0.02037,64.9759,87854.05,515.8176,0,692,Fair
APL07286,29,0.8,2,High School,Married,60439.62,5036.64,296.14,56769.22,1233.37,6,18962.35,Education,10074.01,505.74,13,18.8,0,0,1,0,0,0.939272,0.24488,0.31374,8109.89,0.050202,9568.27,38.9,1.0,0.0,0.5,63993.3,21331.1,8.8075,377,0.061538,206.977,3670.4,4.0836,1,715,Good
APL07287,21,25.9,3,High School,Married,51077.65,4256.47,333.01,38684.16,493.29,3,17854.88,Car,14895.14,5588.44,8,6.6,0,0,1,0,1,0.75736,0.115892,0.349563,9671.04,0.375185,9306.7,698.55,1.0,0.0,2.0,55073.77,13768.44,280.7851,168,5.18,71.5514,12393.49,8.6287,0,698,Fair
APL07288,40,15.9,1,High School,Single,41419.03,3451.59,105.31,26794.67,438.79,0,11881.77,Home,15984.59,2492.02,9,5.3,1,0,1,0,0,0.646917,0.127127,0.286867,26794.67,0.155901,13492.57,276.89,0.5,0.0,1.5,42682.75,21341.38,169.0412,360,0.6625,56.3471,14624.36,7.8662,1,710,Good
APL07289,66,5.7,0,High School,Married,43463.28,3621.94,416.97,9065.28,224.01,2,16315.58,Home,635.0,162.63,3,21.7,1,0,0,0,1,0.208573,0.061848,0.375388,3021.76,0.25611,472.37,54.21,0.5,0.0,2.5,48466.92,48466.92,60.8743,198,0.114,231.7494,34398.0,16.1687,1,722,Good
APL07290,32,19.1,4,Bachelor,Married,86490.74,7207.56,24.52,6381.55,97.95,4,12040.14,Education,7007.86,1859.2,3,17.0,3,0,0,0,0,0.073783,0.01359,0.139207,1276.31,0.265302,5148.66,619.73,0.25,0.0,3.0,86784.98,17357.0,217.1251,96,1.19375,193.2527,80109.19,73.5841,1,745,Good
APL07291,22,0.8,0,Master,Married,38324.09,3193.67,87.57,15682.63,526.47,3,17277.22,Education,22019.1,12459.29,8,8.8,1,1,1,0,1,0.409211,0.164848,0.450819,3920.66,0.56584,9559.81,1557.41,0.25,0.5,5.0,39374.93,39374.93,8.4431,176,0.133333,92.874,22641.46,6.0662,0,683,Fair
APL07292,64,2.8,1,Bachelor,Married,87058.89,7254.91,14.16,9793.98,247.66,5,30282.8,Business,5031.83,2105.11,8,8.0,0,1,0,0,1,0.112498,0.034137,0.347843,1632.33,0.418359,2926.72,263.14,0.333333,1.0,3.5,87228.81,43614.4,31.8482,512,0.058333,90.9948,77264.91,29.2938,1,719,Good
APL07293,68,10.0,2,Bachelor,Single,95308.48,7942.37,575.92,7347.65,132.09,0,115326.05,Car,17520.77,6853.52,11,8.6,0,0,4,0,0,0.077093,0.016631,1.210029,7347.65,0.391165,10667.25,623.05,1.0,0.0,2.0,102219.52,34073.17,114.6488,748,0.192308,98.598,87960.83,60.1285,1,738,Good
APL07294,19,7.0,1,PhD,Single,60452.2,5037.68,202.92,13165.6,253.13,3,58862.9,Home,19721.5,8857.71,14,23.1,2,0,0,0,0,0.217785,0.050247,0.97371,3291.4,0.44914,10863.79,632.69,0.333333,0.0,2.0,62887.24,31443.62,77.0674,266,2.333333,254.3223,47286.6,19.9016,1,723,Good
APL07295,71,6.9,0,Bachelor,Married,34227.62,2852.3,449.56,45566.76,1052.42,6,17405.45,Home,24761.43,6986.89,5,16.8,3,0,2,0,0,1.331286,0.368972,0.508521,6509.54,0.282168,17774.54,1397.38,0.25,0.0,4.0,39622.34,39622.34,72.0416,355,0.125455,175.4057,-11339.14,2.7102,0,671,Fair
APL07296,20,24.1,2,Bachelor,Married,149622.53,12468.54,344.66,1858.18,39.15,1,6004.81,Business,14572.82,5961.96,1,10.2,1,1,0,0,1,0.012419,0.00314,0.040133,929.09,0.409115,8610.86,5961.95,0.25,0.5,4.5,153758.45,51252.82,287.1727,20,6.025,121.542,147764.35,318.4812,1,762,Excellent
APL07297,70,4.0,2,Master,Single,118424.21,9868.68,550.71,15217.7,506.98,1,38884.6,Home,19145.93,6017.77,14,4.7,2,1,4,0,0,0.128502,0.051373,0.32835,7608.85,0.314311,13128.16,429.84,0.2,0.333333,6.0,125032.73,41677.58,46.7281,980,0.074074,54.9056,103206.51,19.4656,1,736,Good
APL07298,54,9.7,2,Master,Married,40722.55,3393.55,61.62,8954.43,167.27,3,12834.72,Medical,24018.62,6042.72,12,8.1,1,0,0,0,2,0.219889,0.049291,0.315175,2238.61,0.251585,17975.9,503.56,0.5,0.0,4.0,41461.99,13820.66,102.9612,648,0.255263,85.978,31768.12,20.2879,0,696,Fair
APL07299,72,8.4,3,Bachelor,Married,53289.72,4440.81,108.14,8251.23,214.64,7,38994.06,Medical,14999.66,1445.14,3,16.3,0,3,0,0,0,0.154837,0.048334,0.731737,1031.4,0.096345,13554.52,481.71,0.142857,3.0,6.0,54587.4,13646.85,91.4215,216,0.15,177.4013,45038.49,20.6896,0,701,Good
APL07300,70,3.8,2,Bachelor,Married,39996.76,3333.06,410.52,22738.54,570.84,0,16959.49,Medical,8552.48,4233.96,5,19.6,0,0,2,0,1,0.56851,0.171266,0.424022,22738.54,0.495056,4318.52,846.79,1.0,0.0,2.5,44923.0,14974.33,40.267,350,0.07037,207.6929,17258.22,5.8389,0,695,Fair
APL07301,63,3.3,2,PhD,Single,45756.42,3813.04,98.7,19924.98,753.13,1,14035.73,Business,17653.28,6654.1,12,2.0,3,1,0,0,0,0.435458,0.197514,0.306749,9962.49,0.376933,10999.18,554.51,0.166667,0.25,5.0,46940.82,15646.94,35.4127,756,0.070213,21.4622,25831.44,5.0629,0,689,Fair
APL07302,37,18.3,1,Bachelor,Single,28902.13,2408.51,622.79,53025.25,1425.3,0,17602.85,Car,18425.2,9190.08,3,24.5,2,0,4,0,0,1.834649,0.591777,0.60905,53025.25,0.498778,9235.12,3063.36,0.333333,0.0,4.0,36375.61,18187.8,187.9722,111,0.871429,251.6568,-24123.12,1.6898,0,642,Poor
APL07303,60,6.2,2,Bachelor,Married,48169.01,4014.08,63.8,25054.11,766.63,5,19031.47,Business,8789.73,2392.54,14,11.4,3,1,1,0,1,0.520129,0.190985,0.395098,4175.69,0.272197,6397.19,170.9,0.166667,0.25,7.0,48934.61,16311.54,66.8514,840,0.140909,122.9204,23114.9,5.236,0,675,Fair
APL07304,29,1.7,2,Bachelor,Divorced,36852.99,3071.08,612.77,7283.87,203.43,6,98406.19,Home,12524.57,3383.54,6,8.3,7,1,1,0,0,0.197647,0.066241,2.670236,1040.55,0.270152,9141.03,563.92,0.1,0.125,9.5,44206.23,14735.41,17.875,174,0.130769,87.2722,29569.12,15.0965,0,654,Fair
APL07305,18,2.3,0,Bachelor,Married,98720.72,8226.73,72.62,18090.29,307.34,3,27430.27,Home,12325.58,6030.38,14,10.9,0,0,0,0,1,0.183247,0.037359,0.277857,4522.57,0.489257,6295.2,430.74,1.0,0.0,1.5,99592.16,99592.16,26.4501,252,1.15,125.3507,80630.43,26.7675,1,737,Good
APL07306,39,13.5,0,Master,Single,35581.57,2965.13,202.07,7212.76,99.65,1,11810.18,Personal,6168.43,1827.81,11,4.1,1,0,3,0,0,0.202711,0.033607,0.331918,3606.38,0.296317,4340.62,166.16,0.5,0.0,2.5,38006.41,38006.41,141.4748,429,0.586957,42.9664,28368.81,29.7554,1,707,Good
APL07307,72,5.0,2,Bachelor,Married,85418.67,7118.22,38.39,15417.74,608.15,2,17276.15,Education,11194.16,3726.14,5,16.4,0,2,1,0,1,0.180496,0.085436,0.202253,5139.25,0.332865,7468.02,745.23,0.2,2.0,6.0,85879.35,28626.45,56.7767,360,0.089286,186.2274,70000.93,11.7047,1,713,Good
APL07308,57,4.4,0,Bachelor,Married,16665.23,1388.77,1053.97,8248.8,210.45,0,9825.23,Personal,18217.32,9319.36,6,22.7,1,0,2,2,1,0.494971,0.151537,0.589565,8248.8,0.511566,8897.96,1553.23,0.5,0.0,9.5,29312.87,29312.87,42.773,342,0.107317,220.6699,8416.43,6.599,0,631,Poor
APL07309,21,5.9,1,Bachelor,Single,77080.73,6423.39,53.34,7396.06,192.36,6,27549.76,Medical,4130.33,795.14,12,23.1,1,0,1,1,0,0.095952,0.029947,0.357414,1056.58,0.192512,3335.19,66.26,0.5,0.0,4.5,77720.81,38860.4,66.3905,252,1.18,259.9356,69684.67,33.3925,1,720,Good
APL07310,22,10.0,1,Master,Married,28782.82,2398.57,352.45,9758.87,311.46,2,99672.95,Car,12941.8,7851.0,4,24.5,3,0,0,0,0,0.339052,0.129852,3.462932,3252.96,0.606639,5090.8,1962.75,0.25,0.0,3.0,33012.22,16506.11,102.6757,88,1.666667,251.5554,19023.95,7.7011,0,681,Fair
APL07311,22,3.9,2,High School,Married,54331.05,4527.59,127.93,2570.59,43.35,2,15012.98,Car,2471.39,415.18,6,16.5,2,0,2,0,1,0.047313,0.009575,0.276324,856.86,0.167995,2056.21,69.2,0.333333,0.0,4.5,55866.21,18622.07,42.5212,132,0.65,179.8973,51760.46,104.4427,1,721,Good
APL07312,74,1.1,2,Bachelor,Divorced,69882.86,5823.57,58.88,5511.71,182.19,1,95956.1,Car,11496.67,4474.38,1,18.0,1,1,1,0,0,0.078871,0.031285,1.373099,2755.86,0.389189,7022.29,4474.38,0.25,0.5,3.5,70589.42,23529.81,12.27,74,0.018966,200.7826,64371.15,31.9643,1,719,Good
APL07313,61,2.4,1,Bachelor,Married,31131.45,2594.29,345.52,4454.36,164.53,3,7915.11,Car,10236.0,2126.77,1,14.6,1,0,0,0,0,0.143082,0.06342,0.254248,1113.59,0.207774,8109.23,2126.77,0.5,0.0,1.0,35277.69,17638.84,24.8304,61,0.053333,151.0517,26677.09,15.7679,1,720,Good
APL07314,72,2.5,2,Bachelor,Single,49867.37,4155.61,565.17,4153.8,109.04,2,21064.93,Medical,19252.85,5153.72,9,4.2,2,0,1,1,0,0.083297,0.026239,0.422419,1384.6,0.267686,14099.13,572.64,0.333333,0.0,5.5,56649.41,18883.14,27.0429,648,0.044643,45.432,45713.57,38.1109,0,687,Fair
APL07315,24,21.5,1,PhD,Widowed,54538.83,4544.9,189.85,45279.41,1482.88,2,24404.43,Car,10836.72,1113.81,10,16.1,0,0,0,0,0,0.830223,0.326273,0.447469,15093.14,0.102781,9722.91,111.38,1.0,0.0,0.0,56817.03,28408.52,234.4938,240,2.6875,175.5977,9259.42,3.0649,1,728,Good
APL07316,62,1.5,2,PhD,Single,112168.0,9347.33,801.9,10132.18,240.48,5,13531.78,Business,14437.69,3341.58,3,7.8,1,0,3,0,0,0.09033,0.025727,0.120639,1688.7,0.231448,11096.11,1113.86,0.5,0.0,2.5,121790.8,40596.93,17.4416,186,0.032609,90.6965,102035.82,38.8695,1,744,Good
APL07317,70,0.6,1,Bachelor,Married,63680.61,5306.72,388.35,14323.85,227.48,0,19362.33,Car,16343.51,1440.56,2,9.7,1,0,2,0,1,0.224933,0.042866,0.304054,14323.85,0.088143,14902.95,720.28,0.5,0.0,3.5,68340.81,34170.4,6.637,140,0.011111,107.298,49356.76,23.3283,1,726,Good
APL07318,19,6.2,2,None,Divorced,98128.4,8177.37,78.38,16858.8,385.33,3,41084.77,Business,13878.78,5639.66,2,13.8,2,0,1,0,0,0.171803,0.047122,0.418684,4214.7,0.406351,8239.12,2819.83,0.333333,0.0,2.5,99068.96,33022.99,71.2631,38,2.066667,158.6178,81269.6,21.2217,1,729,Good
APL07319,63,1.6,0,Bachelor,Divorced,52480.16,4373.35,717.87,13369.5,286.26,2,6656.68,Education,16030.67,7242.04,10,5.6,2,0,1,0,0,0.254753,0.065456,0.126842,4456.5,0.451762,8788.63,724.2,0.333333,0.0,2.5,61094.6,61094.6,17.3891,630,0.034043,60.862,39110.66,15.2775,1,713,Good
APL07320,18,12.6,0,Master,Single,67795.18,5649.6,163.19,3798.8,50.51,0,66481.88,Medical,20274.13,5854.38,2,12.6,0,0,0,0,0,0.056033,0.00894,0.980628,3798.8,0.288761,14419.75,2927.19,1.0,0.0,0.0,69753.46,69753.46,140.1657,36,6.3,140.1657,63996.38,111.8511,1,747,Good
APL07321,67,4.1,3,High School,Single,104352.38,8696.03,7.82,6056.51,148.25,6,16338.44,Business,12307.91,3773.66,7,15.6,1,0,0,0,0,0.058039,0.017048,0.15657,865.22,0.306604,8534.25,539.09,0.5,0.0,1.0,104446.22,26111.56,47.3777,469,0.080392,180.2664,98295.87,58.6579,1,753,Excellent
APL07322,64,0.0,2,Bachelor,Married,41573.51,3464.46,36.84,14982.84,349.9,1,27154.27,Business,16742.71,5583.71,5,13.5,4,0,4,0,0,0.360394,0.100997,0.653163,7491.42,0.333501,11159.0,1116.74,0.2,0.0,6.0,42015.59,14005.2,0.0,320,0.0,143.5758,26590.67,9.9013,0,690,Fair
APL07323,31,2.9,0,Bachelor,Married,13633.59,1136.13,179.47,17756.96,615.7,7,37703.22,Personal,9674.53,4645.49,13,24.8,0,1,2,0,1,1.302442,0.541927,2.765465,2219.62,0.480177,5029.04,357.35,0.333333,1.0,4.5,15787.23,15787.23,27.6091,403,0.193333,236.1051,-4123.37,1.8453,0,634,Poor
APL07324,65,6.5,0,High School,Divorced,32159.94,2680.0,284.05,16118.92,592.69,7,22565.25,Education,13231.56,7417.62,2,21.0,0,0,1,1,0,0.501211,0.221153,0.701657,2014.86,0.560601,5813.94,3708.81,1.0,0.0,3.5,35568.54,35568.54,67.4603,130,0.132653,217.9487,16041.02,4.5218,0,682,Fair
APL07325,63,2.8,1,Master,Single,34171.25,2847.6,45.04,7067.13,174.17,4,12783.42,Car,16749.93,6011.86,11,12.1,3,0,0,0,1,0.206815,0.061164,0.374099,1413.43,0.358919,10738.07,546.53,0.25,0.0,4.5,34711.73,17355.87,29.2297,693,0.059574,126.3139,27104.12,16.3495,0,692,Fair
APL07326,49,1.5,0,High School,Married,32155.66,2679.64,49.39,11335.99,339.85,0,11111.05,Home,18524.61,2496.39,1,11.8,0,1,1,0,0,0.352535,0.126827,0.345539,11335.99,0.134761,16028.22,2496.39,0.333333,1.0,2.5,32748.34,32748.34,15.5676,49,0.045455,122.4648,20819.67,7.8848,1,710,Good
APL07327,46,3.1,2,Bachelor,Single,67589.32,5632.44,140.67,28046.55,1059.73,5,9880.88,Personal,20884.49,6571.18,6,24.7,2,1,1,0,0,0.414955,0.188148,0.14619,4674.42,0.314644,14313.31,1095.2,0.2,0.333333,4.5,69277.36,23092.45,34.4758,276,0.103333,274.6941,39542.77,5.315,1,714,Good
APL07328,42,4.0,3,Bachelor,Single,55358.47,4613.21,734.33,6725.28,250.34,3,63242.06,Car,21090.59,7630.92,6,18.9,2,0,3,0,0,0.121486,0.054266,1.14241,1681.32,0.361816,13459.67,1271.82,0.333333,0.0,3.5,64170.43,16042.61,43.6864,252,0.153846,206.4183,48633.19,18.4278,1,706,Good
APL07329,26,5.1,1,High School,Single,114671.86,9555.99,95.93,18934.49,694.88,1,23643.12,Medical,7250.37,3412.86,13,1.7,1,1,0,0,0,0.165119,0.072717,0.206181,9467.25,0.470715,3837.51,262.53,0.25,0.5,3.0,115823.02,57911.51,59.4142,338,0.51,19.8047,95737.37,13.752,1,722,Good
APL07330,21,4.9,1,Master,Single,91632.55,7636.05,324.73,20653.95,459.33,3,65247.82,Home,13181.91,2233.15,3,17.9,2,1,0,0,1,0.2254,0.060153,0.712059,5163.49,0.16941,10948.76,744.38,0.2,0.333333,5.5,95529.31,47764.66,55.9852,63,0.98,204.5174,70978.6,16.6243,1,719,Good
APL07331,61,0.8,1,Bachelor,Married,41565.17,3463.76,409.46,17354.01,665.34,7,32105.37,Education,20010.91,5989.11,3,23.5,3,0,0,1,0,0.417513,0.192086,0.77241,2169.25,0.299292,14021.8,1996.37,0.25,0.0,6.0,46478.69,23239.34,8.508,183,0.017778,249.9235,24211.16,5.206,0,682,Fair
APL07332,40,6.7,2,Master,Married,51065.82,4255.48,133.37,40498.57,769.53,7,26266.36,Home,11410.05,5049.45,13,19.1,1,1,1,0,0,0.793066,0.180833,0.514363,5062.32,0.442544,6360.6,388.42,0.25,0.5,3.5,52666.26,17555.42,72.634,520,0.279167,207.061,10567.25,5.53,0,695,Fair
